Date,Close,EPS - Est High (NTM).L1,EPS - Est High (NTM).L4,EPS - Est High (NTM).L6,EPS - Est High (NTM).L9,EPS - Est High (NTM).L15,EPS - Est High (NTM).L18,# Sell.L1,# Sell.L16,% Sell.L1,% Sell.L16,Mkt Cap.L1,Mkt Cap.L4,Mkt Cap.L7,Mkt Cap.L10,Mkt Cap.L17,Mkt Cap.L18,EPS - Est Avg (NTM).L1,EPS - Est Avg (NTM).L16
5/22/2003,24.16,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,259388.067,266259.2741,275170.3708,282524.7,274054.32,276724.098,33.0,28.66
5/23/2003,24.22,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,260032.2427,264434.1097,276888.1726,281397.4022,275662.62,274054.32,32.72,29.43
5/27/2003,24.79,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,266151.9115,257992.3531,274526.1951,279035.4248,280165.86,275662.62,34.85,29.96
5/28/2003,24.41,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,262072.1323,259388.067,266259.2741,275170.3708,277270.92,280165.86,34.86,30.88
5/29/2003,24.4,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,261964.7697,260032.2427,264434.1097,276888.1726,282846.36,277270.92,35.55,30.7
5/30/2003,24.61,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,264219.3845,266151.9115,257992.3531,274526.1951,278664.78,282846.36,35.89,30.45
6/2/2003,24.639,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,264530.7361,262072.1323,259388.067,266259.2741,276091.5,278664.78,35.4,30.965
6/3/2003,24.88,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,267118.175,261964.7697,260032.2427,264434.1097,282524.7,276091.5,35.23,31.7
6/4/2003,24.87,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,267010.8124,264219.3845,266151.9115,257992.3531,281397.4022,282524.7,35.39,32.95
6/5/2003,24.09,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,258636.5288,264530.7361,262072.1323,259388.067,279035.4248,281397.4022,35.52,32.6
6/6/2003,23.67,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,254127.2991,267118.175,261964.7697,260032.2427,275170.3708,279035.4248,33.35,32.63
6/9/2003,23.75,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,254986.2,267010.8124,264219.3845,266151.9115,276888.1726,275170.3708,33.68,33.05
6/10/2003,24.68,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,264970.9228,258636.5288,264530.7361,262072.1323,274526.1951,276888.1726,34.07,31.56
6/11/2003,24.88,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,267118.175,254127.2991,267118.175,261964.7697,266259.2741,274526.1951,34.65,31.48
6/12/2003,24.99,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,268299.1637,254986.2,267010.8124,264219.3845,264434.1097,266259.2741,35.201,31.75
6/13/2003,24.65,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,264648.835,264970.9228,258636.5288,264530.7361,257992.3531,264434.1097,34.13,33.0
6/16/2003,25.39,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,272593.6681,267118.175,254127.2991,267118.175,259388.067,257992.3531,35.84,32.72
6/17/2003,25.959,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,278702.6007,268299.1637,254986.2,267010.8124,260032.2427,259388.067,35.84,34.85
6/18/2003,26.07,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,279894.3257,264648.835,264970.9228,258636.5288,266151.9115,260032.2427,35.85,34.86
6/19/2003,26.07,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,279894.3257,272593.6681,267118.175,254127.2991,262072.1323,266151.9115,35.5,35.55
6/20/2003,26.33,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,282685.7535,278702.6007,268299.1637,254986.2,261964.7697,262072.1323,35.04,35.89
6/23/2003,25.78,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,276780.8099,279894.3257,264648.835,264970.9228,264219.3845,261964.7697,35.58,35.4
6/24/2003,25.7,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,275921.9091,279894.3257,272593.6681,267118.175,264530.7361,264219.3845,35.4,35.23
6/25/2003,25.26,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,271197.9542,282685.7535,278702.6007,268299.1637,267118.175,264530.7361,35.39,35.39
6/26/2003,25.75,1.33,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,276458.7221,276780.8099,279894.3257,264648.835,267010.8124,267118.175,36.72,35.52
6/27/2003,25.63,1.34,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,275170.3708,275921.9091,279894.3257,272593.6681,258636.5288,267010.8124,36.3,33.35
6/30/2003,25.64,1.34,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,275277.7334,271197.9542,282685.7535,278702.6007,254127.2991,258636.5288,36.32,33.68
7/1/2003,26.15,1.34,1.33,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,280753.2265,276458.7221,276780.8099,279894.3257,254986.2,254127.2991,37.25,34.07
7/2/2003,26.88,1.34,1.34,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,288590.6971,275170.3708,275921.9091,279894.3257,264970.9228,254986.2,37.85,34.65
7/3/2003,26.5,1.34,1.34,1.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,284510.9179,275277.7334,271197.9542,282685.7535,267118.175,264970.9228,37.68,35.201
7/7/2003,27.42,1.34,1.34,1.34,1.33,1.33,1.33,0.0,0.0,0.0,0.0,294388.2781,280753.2265,276458.7221,276780.8099,268299.1637,267118.175,39.05,34.13
7/8/2003,27.7,1.34,1.34,1.34,1.33,1.33,1.33,0.0,0.0,0.0,0.0,297394.4312,288590.6971,275170.3708,275921.9091,264648.835,268299.1637,40.51,35.84
7/9/2003,27.47,1.34,1.34,1.34,1.33,1.33,1.33,0.0,0.0,0.0,0.0,294925.0911,284510.9179,275277.7334,271197.9542,272593.6681,264648.835,40.5,35.84
7/10/2003,26.91,1.34,1.34,1.34,1.34,1.33,1.33,0.0,0.0,0.0,0.0,288912.7849,294388.2781,280753.2265,276458.7221,278702.6007,272593.6681,38.25,35.85
7/11/2003,27.309,1.34,1.34,1.34,1.34,1.33,1.33,0.0,0.0,0.0,0.0,293196.5531,297394.4312,288590.6971,275170.3708,279894.3257,278702.6007,37.65,35.5
7/14/2003,27.4,1.34,1.34,1.34,1.34,1.33,1.33,0.0,0.0,0.0,0.0,294173.5529,294925.0911,284510.9179,275277.7334,279894.3257,279894.3257,39.27,35.04
7/15/2003,27.27,1.38,1.34,1.34,1.34,1.33,1.33,0.0,0.0,0.0,0.0,292777.8389,288912.7849,294388.2781,280753.2265,282685.7535,279894.3257,38.43,35.58
7/16/2003,27.52,1.38,1.34,1.34,1.34,1.33,1.33,0.0,0.0,0.0,0.0,295461.9042,293196.5531,297394.4312,288590.6971,276780.8099,282685.7535,37.68,35.4
7/17/2003,26.69,1.39,1.34,1.34,1.34,1.33,1.33,0.0,0.0,0.0,0.0,287477.99,294173.5529,294925.0911,284510.9179,275921.9091,276780.8099,36.32,35.39
7/18/2003,26.89,1.17,1.38,1.34,1.34,1.34,1.33,0.0,0.0,0.0,0.0,289632.19,292777.8389,288912.7849,294388.2781,271197.9542,275921.9091,34.9798,36.72
7/21/2003,26.04,1.17,1.38,1.34,1.34,1.34,1.33,0.0,0.0,0.0,0.0,280476.84,295461.9042,293196.5531,297394.4312,276458.7221,271197.9542,35.33,36.3
7/22/2003,26.38,1.17,1.39,1.38,1.34,1.34,1.33,0.0,0.0,0.0,0.0,284138.98,287477.99,294173.5529,294925.0911,275170.3708,276458.7221,34.87,36.32
7/23/2003,26.45,1.17,1.17,1.38,1.34,1.34,1.34,0.0,0.0,0.0,0.0,284892.95,289632.19,292777.8389,288912.7849,275277.7334,275170.3708,40.11,37.25
7/24/2003,26.0,1.17,1.17,1.39,1.34,1.34,1.34,0.0,0.0,0.0,0.0,280046.0,280476.84,295461.9042,293196.5531,280753.2265,275277.7334,41.31,37.85
7/25/2003,26.89,1.17,1.17,1.17,1.38,1.34,1.34,0.0,0.0,0.0,0.0,289632.19,284138.98,287477.99,294173.5529,288590.6971,280753.2265,41.6,37.68
7/28/2003,26.61,1.17,1.17,1.17,1.38,1.34,1.34,0.0,0.0,0.0,0.0,286616.31,284892.95,289632.19,292777.8389,284510.9179,288590.6971,42.08,39.05
7/29/2003,26.47,1.17,1.17,1.17,1.39,1.34,1.34,0.0,0.0,0.0,0.0,285108.37,280046.0,280476.84,295461.9042,294388.2781,284510.9179,41.39,40.51
7/30/2003,26.23,1.17,1.17,1.17,1.17,1.34,1.34,0.0,0.0,0.0,0.0,282523.33,289632.19,284138.98,287477.99,297394.4312,294388.2781,40.66,40.5
7/31/2003,26.41,1.17,1.17,1.17,1.17,1.34,1.34,0.0,0.0,0.0,0.0,284462.11,286616.31,284892.95,289632.19,294925.0911,297394.4312,41.64,38.25
8/1/2003,26.17,1.17,1.17,1.17,1.17,1.34,1.34,0.0,0.0,0.0,0.0,281877.07,285108.37,280046.0,280476.84,288912.7849,294925.0911,40.03,37.65
8/4/2003,26.18,1.17,1.17,1.17,1.17,1.38,1.34,0.0,0.0,0.0,0.0,281984.78,282523.33,289632.19,284138.98,293196.5531,288912.7849,39.65,39.27
8/5/2003,25.66,1.17,1.17,1.17,1.17,1.38,1.34,0.0,0.0,0.0,0.0,276383.86,284462.11,286616.31,284892.95,294173.5529,293196.5531,38.67,38.43
8/6/2003,25.65,1.17,1.17,1.17,1.17,1.39,1.34,0.0,0.0,0.0,0.0,276276.15,281877.07,285108.37,280046.0,292777.8389,294173.5529,38.94,37.68
8/7/2003,25.71,1.17,1.17,1.17,1.17,1.17,1.38,0.0,0.0,0.0,0.0,276922.41,281984.78,282523.33,289632.19,295461.9042,292777.8389,39.01,36.32
8/8/2003,25.58,1.17,1.17,1.17,1.17,1.17,1.38,0.0,0.0,0.0,0.0,275522.18,276383.86,284462.11,286616.31,287477.99,295461.9042,39.15,34.9798
8/11/2003,25.61,1.17,1.17,1.17,1.17,1.17,1.39,0.0,0.0,0.0,0.0,275845.31,276276.15,281877.07,285108.37,289632.19,287477.99,38.93,35.33
8/12/2003,25.73,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,277137.83,276922.41,281984.78,282523.33,280476.84,289632.19,39.85,34.87
8/13/2003,25.6,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,275737.6,275522.18,276383.86,284462.11,284138.98,280476.84,40.21,40.11
8/14/2003,25.63,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,276060.73,275845.31,276276.15,281877.07,284892.95,284138.98,40.3,41.31
8/15/2003,25.54,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,275091.34,277137.83,276922.41,281984.78,280046.0,284892.95,40.1,41.6
8/18/2003,25.7,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,276814.7,275737.6,275522.18,276383.86,289632.19,280046.0,43.02,42.08
8/19/2003,26.62,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,286724.02,276060.73,275845.31,276276.15,286616.31,289632.19,43.57,41.39
8/20/2003,26.45,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,284892.95,275091.34,277137.83,276922.41,285108.37,286616.31,43.76,40.66
8/21/2003,26.24,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,282631.04,276814.7,275737.6,275522.18,282523.33,285108.37,45.7,41.64
8/22/2003,26.22,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,282415.62,286724.02,276060.73,275845.31,284462.11,282523.33,45.22,40.03
8/25/2003,26.5,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,285431.5,284892.95,275091.34,277137.83,281877.07,284462.11,45.85,39.65
8/26/2003,26.57,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,286185.47,282631.04,276814.7,275737.6,281984.78,281877.07,45.93,38.67
8/27/2003,26.42,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,284569.82,282415.62,286724.02,276060.73,276383.86,281984.78,45.88,38.94
8/28/2003,26.51,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,285539.21,285431.5,284892.95,275091.34,276276.15,276383.86,45.94,39.01
8/29/2003,26.52,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,285646.92,286185.47,282631.04,276814.7,276922.41,276276.15,46.32,39.15
9/2/2003,27.26,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,293617.46,284569.82,282415.62,286724.02,275522.18,276922.41,47.33,38.93
9/3/2003,28.3,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,304819.3,285539.21,285431.5,284892.95,275845.31,275522.18,46.19,39.85
9/4/2003,28.43,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,306219.53,285646.92,286185.47,282631.04,277137.83,275845.31,47.29,40.21
9/5/2003,28.38,1.17,1.17,1.17,1.17,1.17,1.17,0.0,0.0,0.0,0.0,306900.8895,293617.46,284569.82,282415.62,275737.6,277137.83,46.52,40.3
